campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,budget_cat,revenue_cat,roi_cat
Customer-focused mobile Graphic Interface,2023-01-19 00:00:00+00:00,2023-11-21 00:00:00+00:00,619463.0,-0.6484775039025736,webinar,B2C,paid,0.85,217755.18,306.0,Muy Alto,Muy Alto,Pérdida
Networked asynchronous standardization,2023-06-06 00:00:00+00:00,2024-01-06 00:00:00+00:00,5016889.0,-0.8782611773949952,email,B2B,referral,0.67,610750.16,214.0,Muy Alto,Muy Alto,Pérdida
Persevering coherent concept,2022-09-15 00:00:00+00:00,2023-12-13 00:00:00+00:00,5433115.0,-0.8173157185150691,social media,B2B,promotion,0.39,992544.71,454.0,Muy Alto,Muy Alto,Pérdida
Secured systemic groupware,2022-08-28 00:00:00+00:00,2023-10-17 00:00:00+00:00,7252972.0,-0.98660180681795,email,B2C,referral,0.24,97176.72,415.0,Muy Alto,Medio,Pérdida
Team-oriented motivating productivity,2022-09-21 00:00:00+00:00,2023-09-06 00:00:00+00:00,4088117.0,-0.8313205737507023,podcast,B2B,promotion,0.1,689581.23,350.0,Muy Alto,Muy Alto,Pérdida
Seamless exuding model,2022-11-20 00:00:00+00:00,2023-08-05 00:00:00+00:00,688857.0,-0.7646959673778448,webinar,B2B,organic,0.21,162090.83,258.0,Muy Alto,Alto,Pérdida
Cross-platform bandwidth-monitored model,2023-02-23 00:00:00+00:00,2023-09-16 00:00:00+00:00,483580.0,0.050176310021092706,email,B2C,paid,0.39,507844.26,205.0,Muy Alto,Muy Alto,Bajo
Face-to-face high-level synergy,2022-08-15 00:00:00+00:00,2024-06-03 00:00:00+00:00,9828974.0,-0.9173890550529485,webinar,B2B,paid,0.79,811980.83,658.0,Muy Alto,Muy Alto,Pérdida
Compatible eco-centric access,2022-08-24 00:00:00+00:00,2023-09-04 00:00:00+00:00,401662.0,0.9246420124383189,social media,B2B,referral,0.99,773055.56,376.0,Muy Alto,Muy Alto,Bajo
Down-sized web-enabled data-warehouse,2023-04-08 00:00:00+00:00,2024-06-03 00:00:00+00:00,4141979.0,-0.9301929126149601,social media,B2B,organic,0.35,289139.49,422.0,Muy Alto,Muy Alto,Pérdida
Streamlined non-volatile projection,2022-10-17 00:00:00+00:00,2024-01-19 00:00:00+00:00,5268692.0,-0.9159052094903252,social media,B2B,organic,0.28,443069.55,459.0,Muy Alto,Muy Alto,Pérdida
Synergized client-driven algorithm,2023-04-11 00:00:00+00:00,2023-12-05 00:00:00+00:00,1642077.0,-0.6150793720391918,social media,B2C,organic,0.73,632069.31,238.0,Muy Alto,Muy Alto,Pérdida
Cross-platform composite matrix,2022-10-30 00:00:00+00:00,2024-02-25 00:00:00+00:00,4697652.0,-0.920932597816952,webinar,B2C,organic,0.85,371431.14,483.0,Muy Alto,Muy Alto,Pérdida
Networked background utilization,2023-03-12 00:00:00+00:00,2024-05-19 00:00:00+00:00,9112263.0,-0.9087775155304452,social media,B2C,organic,0.7,831243.27,434.0,Muy Alto,Muy Alto,Pérdida
Quality-focused composite challenge,2022-12-01 00:00:00+00:00,2024-01-28 00:00:00+00:00,485598.0,0.336502951000622,podcast,B2B,promotion,0.85,649003.16,423.0,Muy Alto,Muy Alto,Bajo
Enhanced asymmetric open system,2023-04-08 00:00:00+00:00,2023-12-20 00:00:00+00:00,5450383.0,-0.9854892215831438,social media,B2B,promotion,0.9,79089.3,256.0,Muy Alto,Medio,Pérdida
Innovative hybrid time-frame,2022-08-12 00:00:00+00:00,2023-12-21 00:00:00+00:00,1209823.0,-0.7763241069148131,email,B2C,paid,0.44,270608.24,496.0,Muy Alto,Muy Alto,Pérdida
Re-engineered intangible intranet,2023-03-06 00:00:00+00:00,2024-03-15 00:00:00+00:00,1441922.0,-0.9250421312664625,podcast,B2C,promotion,0.18,108083.4,375.0,Muy Alto,Alto,Pérdida
Multi-channeled zero administration software,2023-01-09 00:00:00+00:00,2023-10-17 00:00:00+00:00,598924.0,0.569955186300766,email,B2B,promotion,0.66,940283.84,281.0,Muy Alto,Muy Alto,Bajo
Universal national adapter,2022-11-28 00:00:00+00:00,2024-07-05 00:00:00+00:00,519761.0,-0.8824044127974204,social media,B2C,referral,0.78,61121.6,585.0,Muy Alto,Medio,Pérdida
Centralized system-worthy knowledgebase,2022-09-16 00:00:00+00:00,2024-01-20 00:00:00+00:00,631087.0,0.3396136982698107,email,B2C,paid,0.62,845412.79,491.0,Muy Alto,Muy Alto,Bajo
Open-architected asymmetric time-frame,2023-03-25 00:00:00+00:00,2024-06-03 00:00:00+00:00,8061213.0,-0.9860117664674038,podcast,B2C,promotion,0.97,112762.13,436.0,Muy Alto,Alto,Pérdida
Centralized leadingedge Local Area Network,2023-01-31 00:00:00+00:00,2023-09-27 00:00:00+00:00,8035887.0,-0.9859731327730218,webinar,B2B,organic,0.64,112718.32,239.0,Muy Alto,Alto,Pérdida
Organized needs-based conglomeration,2022-10-19 00:00:00+00:00,2023-10-02 00:00:00+00:00,7385523.0,-0.970879182151352,social media,B2B,promotion,0.5,215072.47,348.0,Muy Alto,Muy Alto,Pérdida
Optional secondary collaboration,2023-04-19 00:00:00+00:00,2024-02-28 00:00:00+00:00,6391162.0,-0.9722358516338656,podcast,B2C,organic,0.49,177445.17,315.0,Muy Alto,Alto,Pérdida
Synchronized client-driven challenge,2023-02-08 00:00:00+00:00,2023-08-22 00:00:00+00:00,5012439.0,-0.8724139246382849,social media,B2B,paid,0.22,639517.42,195.0,Muy Alto,Muy Alto,Pérdida
Enterprise-wide zero administration Graphic Interface,2022-11-24 00:00:00+00:00,2024-05-11 00:00:00+00:00,3808624.0,-0.8202525479018145,podcast,B2C,paid,0.71,684590.46,534.0,Muy Alto,Muy Alto,Pérdida
Programmable local moratorium,2023-03-27 00:00:00+00:00,2023-08-15 00:00:00+00:00,4804633.0,-0.9894820582550219,podcast,B2C,promotion,0.45,50534.85,141.0,Muy Alto,Medio,Pérdida
Networked systematic attitude,2022-11-01 00:00:00+00:00,2023-10-02 00:00:00+00:00,638082.0,-0.568171018771882,email,B2B,promotion,0.17,275542.3,335.0,Muy Alto,Muy Alto,Pérdida
Pre-emptive solution-oriented standardization,2023-01-31 00:00:00+00:00,2023-12-24 00:00:00+00:00,2605753.0,-0.9347920850518064,email,B2B,referral,0.32,169915.72,327.0,Muy Alto,Alto,Pérdida
Down-sized contextually-based strategy,2022-12-07 00:00:00+00:00,2024-01-20 00:00:00+00:00,563816.0,-0.12630858294195269,social media,B2C,referral,0.41,492601.2,409.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered zero administration workforce,2022-10-11 00:00:00+00:00,2023-10-14 00:00:00+00:00,578151.0,0.6640391524013624,webinar,B2B,promotion,0.65,962065.9,368.0,Muy Alto,Muy Alto,Bajo
Pre-emptive real-time database,2023-07-28 00:00:00+00:00,2023-09-11 00:00:00+00:00,7526237.0,-0.9439497759637386,webinar,B2B,referral,0.7,421847.27,45.0,Muy Alto,Muy Alto,Pérdida
Business-focused foreground budgetary management,2023-06-14 00:00:00+00:00,2023-12-10 00:00:00+00:00,4322659.0,-0.867335639938288,social media,B2B,referral,0.53,573462.79,179.0,Muy Alto,Muy Alto,Pérdida
Stand-alone multi-tasking methodology,2022-11-02 00:00:00+00:00,2024-05-03 00:00:00+00:00,8450627.0,-0.9555460937987205,podcast,B2C,organic,0.63,375663.38,548.0,Muy Alto,Muy Alto,Pérdida
Proactive eco-centric process improvement,2023-01-08 00:00:00+00:00,2023-12-27 00:00:00+00:00,3645788.0,-0.751718275994106,social media,B2B,organic,0.73,905182.53,353.0,Muy Alto,Muy Alto,Pérdida
Digitized human-resource knowledge user,2023-02-04 00:00:00+00:00,2024-01-25 00:00:00+00:00,1003896.0,-0.09185127742315938,podcast,B2B,promotion,0.7,911686.87,355.0,Muy Alto,Muy Alto,Pérdida
Ergonomic next generation hub,2022-12-18 00:00:00+00:00,2024-01-27 00:00:00+00:00,2707985.0,-0.7102509061165405,social media,B2C,referral,0.3,784636.2,405.0,Muy Alto,Muy Alto,Pérdida
Realigned radical hardware,2022-11-03 00:00:00+00:00,2024-07-12 00:00:00+00:00,3451286.0,-0.710336236985286,webinar,B2B,referral,0.87,999712.49,617.0,Muy Alto,Muy Alto,Pérdida
Grass-roots national approach,2022-08-29 00:00:00+00:00,2024-03-21 00:00:00+00:00,1606349.0,-0.45959242978954135,email,B2B,promotion,0.69,868083.16,570.0,Muy Alto,Muy Alto,Pérdida
Synergistic mobile task-force,2022-11-02 00:00:00+00:00,2023-11-20 00:00:00+00:00,613432.0,0.5380910190534566,social media,B2B,referral,0.73,943514.25,383.0,Muy Alto,Muy Alto,Bajo
Customer-focused fault-tolerant help-desk,2022-10-08 00:00:00+00:00,2023-12-25 00:00:00+00:00,3958598.0,-0.7754161347022355,podcast,B2B,promotion,0.99,889037.24,443.0,Muy Alto,Muy Alto,Pérdida
Face-to-face 6thgeneration portal,2023-05-08 00:00:00+00:00,2023-09-05 00:00:00+00:00,9953521.0,-0.9856654866152389,social media,B2B,paid,0.15,142678.88,120.0,Muy Alto,Alto,Pérdida
Ameliorated encompassing capacity,2023-02-19 00:00:00+00:00,2024-07-28 00:00:00+00:00,4446683.0,-0.8865017294913984,webinar,B2B,promotion,0.31,504690.83,525.0,Muy Alto,Muy Alto,Pérdida
Digitized optimizing capability,2022-08-25 00:00:00+00:00,2023-10-12 00:00:00+00:00,7084182.0,-0.9425602151384592,podcast,B2C,paid,0.76,406913.89,413.0,Muy Alto,Muy Alto,Pérdida
Triple-buffered zero tolerance circuit,2023-04-27 00:00:00+00:00,2024-03-18 00:00:00+00:00,6275263.0,-0.9510123655375081,podcast,B2C,paid,0.32,307410.29,326.0,Muy Alto,Muy Alto,Pérdida
Open-source background firmware,2023-07-04 00:00:00+00:00,2024-04-09 00:00:00+00:00,977482.0,-0.44411111406655057,email,B2C,referral,0.96,543371.38,280.0,Muy Alto,Muy Alto,Pérdida
Expanded global matrices,2022-11-28 00:00:00+00:00,2024-04-16 00:00:00+00:00,6704832.0,-0.9632673928295296,webinar,B2B,organic,0.42,246285.96,505.0,Muy Alto,Muy Alto,Pérdida
Organized regional implementation,2023-02-13 00:00:00+00:00,2023-12-31 00:00:00+00:00,3430392.0,-0.8773303867313124,webinar,B2C,paid,0.48,420804.86,321.0,Muy Alto,Muy Alto,Pérdida
Realigned stable parallelism,2023-03-31 00:00:00+00:00,2024-01-18 00:00:00+00:00,5287117.0,-0.8842886018977828,webinar,B2B,promotion,0.53,611779.7,293.0,Muy Alto,Muy Alto,Pérdida
Networked executive knowledgebase,2022-10-18 00:00:00+00:00,2023-08-19 00:00:00+00:00,5367865.0,-0.9757831279288879,email,B2B,promotion,0.24,129992.9,305.0,Muy Alto,Alto,Pérdida
Multi-tiered neutral standardization,2023-05-09 00:00:00+00:00,2023-11-26 00:00:00+00:00,2192172.0,-0.6709774780446061,webinar,B2C,organic,0.55,721273.96,201.0,Muy Alto,Muy Alto,Pérdida
Virtual cohesive orchestration,2023-03-11 00:00:00+00:00,2023-08-21 00:00:00+00:00,9870634.0,-0.9493793002556877,email,B2C,promotion,0.92,499658.4,163.0,Muy Alto,Muy Alto,Pérdida
Progressive 4thgeneration policy,2022-10-06 00:00:00+00:00,2024-04-20 00:00:00+00:00,162907.0,0.0613399055903062,webinar,B2C,promotion,0.99,172899.7,562.0,Alto,Alto,Bajo
Monitored impactful installation,2023-07-28 00:00:00+00:00,2023-11-25 00:00:00+00:00,2493691.0,-0.7829190866069613,webinar,B2B,promotion,0.37,541332.72,120.0,Muy Alto,Muy Alto,Pérdida
Automated responsive initiative,2022-08-30 00:00:00+00:00,2024-05-12 00:00:00+00:00,2040162.0,-0.5709385235094077,podcast,B2B,paid,0.28,875354.92,621.0,Muy Alto,Muy Alto,Pérdida
Function-based grid-enabled conglomeration,2022-12-06 00:00:00+00:00,2024-05-03 00:00:00+00:00,3367546.0,-0.9395687928242108,email,B2B,promotion,0.89,203504.87,514.0,Muy Alto,Muy Alto,Pérdida
Polarized dynamic analyzer,2023-06-27 00:00:00+00:00,2024-07-26 00:00:00+00:00,876184.0,-0.68691289729098,podcast,B2C,promotion,0.5,274321.91,395.0,Muy Alto,Muy Alto,Pérdida
Centralized methodical alliance,2023-07-19 00:00:00+00:00,2024-02-11 00:00:00+00:00,3352469.0,-0.7104789485003441,podcast,B2C,paid,0.19,970610.35,207.0,Muy Alto,Muy Alto,Pérdida
Visionary directional open architecture,2023-05-02 00:00:00+00:00,2024-05-29 00:00:00+00:00,8662359.0,-0.9876322419793498,webinar,B2C,organic,0.23,107133.96,393.0,Muy Alto,Alto,Pérdida
Reduced static functionalities,2023-03-09 00:00:00+00:00,2024-01-08 00:00:00+00:00,847358.0,-0.00763078887554022,social media,B2B,organic,0.93,840891.99,305.0,Muy Alto,Muy Alto,Pérdida
Sharable upward-trending initiative,2022-10-23 00:00:00+00:00,2024-04-09 00:00:00+00:00,209513.0,3.745798160496008,social media,B2C,organic,0.24,994306.41,534.0,Muy Alto,Muy Alto,Medio
Front-line eco-centric open system,2023-06-16 00:00:00+00:00,2024-07-06 00:00:00+00:00,363318.0,0.71375866320964,social media,B2B,promotion,0.76,622639.37,386.0,Muy Alto,Muy Alto,Bajo
Managed bandwidth-monitored complexity,2023-03-21 00:00:00+00:00,2024-04-04 00:00:00+00:00,1940194.0,-0.6819864920724423,email,B2B,organic,0.25,617007.9,380.0,Muy Alto,Muy Alto,Pérdida
Re-engineered non-volatile algorithm,2023-03-04 00:00:00+00:00,2023-11-06 00:00:00+00:00,5953242.0,-0.8700391601752456,webinar,B2B,paid,0.9,773688.33,247.0,Muy Alto,Muy Alto,Pérdida
Integrated secondary migration,2023-01-04 00:00:00+00:00,2024-04-26 00:00:00+00:00,9808992.0,-0.9467599035660341,webinar,B2C,paid,0.22,522231.68,478.0,Muy Alto,Muy Alto,Pérdida
Horizontal 6thgeneration model,2022-11-19 00:00:00+00:00,2023-10-29 00:00:00+00:00,1630837.0,-0.6864524964788019,webinar,B2C,promotion,0.37,511344.87,344.0,Muy Alto,Muy Alto,Pérdida
Robust optimizing projection,2023-06-12 00:00:00+00:00,2023-11-06 00:00:00+00:00,3682424.0,-0.736185474567839,email,B2B,promotion,0.42,971476.94,147.0,Muy Alto,Muy Alto,Pérdida
Right-sized scalable open architecture,2023-02-06 00:00:00+00:00,2023-12-24 00:00:00+00:00,6240671.0,-0.980143498992336,webinar,B2B,promotion,0.67,123917.89,321.0,Muy Alto,Alto,Pérdida
Optional mission-critical project,2022-08-06 00:00:00+00:00,2024-07-22 00:00:00+00:00,9671347.0,-0.89708355826753,podcast,B2C,paid,0.63,995340.62,716.0,Muy Alto,Muy Alto,Pérdida
Focused responsive open architecture,2022-11-09 00:00:00+00:00,2024-01-28 00:00:00+00:00,9149092.0,-0.9957807845849621,webinar,B2C,referral,0.95,38601.99,445.0,Muy Alto,Bajo,Pérdida
Reverse-engineered static infrastructure,2023-07-26 00:00:00+00:00,2024-05-29 00:00:00+00:00,1224632.0,-0.19387596437133764,email,B2B,referral,0.44,987205.29,308.0,Muy Alto,Muy Alto,Pérdida
Monitored grid-enabled productivity,2023-01-08 00:00:00+00:00,2024-06-07 00:00:00+00:00,2972433.0,-0.6765546473208983,podcast,B2C,promotion,0.27,961419.64,516.0,Muy Alto,Muy Alto,Pérdida
Cross-group foreground ability,2023-03-11 00:00:00+00:00,2023-11-27 00:00:00+00:00,3234379.0,-0.9829817130274467,social media,B2B,paid,0.5,55043.59,261.0,Muy Alto,Medio,Pérdida
Switchable mobile toolset,2023-06-25 00:00:00+00:00,2024-04-16 00:00:00+00:00,5959026.0,-0.9035564268388828,podcast,B2B,referral,0.99,574709.76,296.0,Muy Alto,Muy Alto,Pérdida
Front-line mobile ability,2022-11-12 00:00:00+00:00,2023-08-18 00:00:00+00:00,7758236.0,-0.9448101475644721,podcast,B2C,promotion,0.47,428175.9,279.0,Muy Alto,Muy Alto,Pérdida
Optional systemic adapter,2022-12-15 00:00:00+00:00,2023-12-16 00:00:00+00:00,234776.0,-0.06692464306402694,email,B2B,paid,0.34,219063.7,366.0,Muy Alto,Muy Alto,Pérdida
User-friendly responsive parallelism,2022-10-31 00:00:00+00:00,2024-05-08 00:00:00+00:00,966613.0,-0.9451280709032467,email,B2C,referral,0.65,53039.92,555.0,Muy Alto,Medio,Pérdida
Mandatory grid-enabled throughput,2023-06-07 00:00:00+00:00,2023-08-06 00:00:00+00:00,6393871.0,-0.8607150832414354,email,B2C,referral,0.49,890569.79,60.0,Muy Alto,Muy Alto,Pérdida
Phased dynamic throughput,2023-07-07 00:00:00+00:00,2023-12-31 00:00:00+00:00,4424838.0,-0.9291735561844298,webinar,B2B,paid,0.65,313395.54,177.0,Muy Alto,Muy Alto,Pérdida
Pre-emptive mobile Local Area Network,2023-05-07 00:00:00+00:00,2024-02-13 00:00:00+00:00,9708341.0,-0.9610309217609888,podcast,B2B,promotion,0.25,378325.1,282.0,Muy Alto,Muy Alto,Pérdida
Decentralized zero-defect superstructure,2022-10-18 00:00:00+00:00,2023-10-03 00:00:00+00:00,1870692.0,-0.7033706403833448,webinar,B2B,referral,0.44,554902.17,350.0,Muy Alto,Muy Alto,Pérdida
Distributed grid-enabled focus group,2022-10-10 00:00:00+00:00,2023-10-12 00:00:00+00:00,927429.0,-0.1850563115882725,webinar,B2B,organic,0.33,755802.41,367.0,Muy Alto,Muy Alto,Pérdida
Monitored global leverage,2023-03-10 00:00:00+00:00,2024-04-26 00:00:00+00:00,1441829.0,-0.5258710221531124,email,B2B,promotion,0.67,683612.91,413.0,Muy Alto,Muy Alto,Pérdida
Secured exuding hardware,2022-08-17 00:00:00+00:00,2024-04-13 00:00:00+00:00,5564428.0,-0.8626612456841924,podcast,B2C,referral,0.68,764211.61,605.0,Muy Alto,Muy Alto,Pérdida
Re-engineered content-based projection,2023-06-23 00:00:00+00:00,2024-05-03 00:00:00+00:00,4997341.0,-0.9389480965977708,podcast,B2B,promotion,0.4,305097.18,315.0,Muy Alto,Muy Alto,Pérdida
Compatible explicit hierarchy,2022-10-06 00:00:00+00:00,2024-05-27 00:00:00+00:00,5249587.0,-0.9284594254748041,webinar,B2B,promotion,0.56,375558.47,599.0,Muy Alto,Muy Alto,Pérdida
Reduced holistic groupware,2023-05-22 00:00:00+00:00,2023-08-13 00:00:00+00:00,2290515.0,-0.5967413791221625,podcast,B2C,paid,0.2,923669.92,83.0,Muy Alto,Muy Alto,Pérdida
Organic national application,2023-03-01 00:00:00+00:00,2023-11-20 00:00:00+00:00,7087165.0,-0.9726827977054295,email,B2C,organic,0.46,193601.52,264.0,Muy Alto,Alto,Pérdida
Configurable multi-tasking projection,2022-12-07 00:00:00+00:00,2023-08-07 00:00:00+00:00,9128014.0,-0.9162555085914637,social media,B2B,paid,0.24,764420.89,243.0,Muy Alto,Muy Alto,Pérdida
Open-source zero-defect groupware,2022-08-22 00:00:00+00:00,2024-02-26 00:00:00+00:00,4314237.0,-0.8213483334364802,webinar,B2C,referral,0.9,770745.63,553.0,Muy Alto,Muy Alto,Pérdida
Extended multi-tasking focus group,2023-07-13 00:00:00+00:00,2023-11-11 00:00:00+00:00,9080723.0,-0.9830825475019996,email,B2B,referral,0.76,153622.7,121.0,Muy Alto,Alto,Pérdida
Reverse-engineered 4thgeneration adapter,2023-01-01 00:00:00+00:00,2024-04-15 00:00:00+00:00,326228.0,0.741708866191743,podcast,B2C,promotion,0.3,568194.2,470.0,Muy Alto,Muy Alto,Bajo
Open-source heuristic methodology,2023-06-04 00:00:00+00:00,2023-10-18 00:00:00+00:00,2527714.0,-0.9805908619408683,email,B2C,organic,0.92,49060.75,136.0,Muy Alto,Bajo,Pérdida
Diverse interactive functionalities,2023-06-07 00:00:00+00:00,2023-10-09 00:00:00+00:00,8448959.0,-0.9068910690654316,social media,B2B,promotion,0.83,786673.54,124.0,Muy Alto,Muy Alto,Pérdida
Ameliorated leadingedge moratorium,2022-12-17 00:00:00+00:00,2024-06-11 00:00:00+00:00,2892855.0,-0.9550329518762607,email,B2C,referral,0.12,130083.15,542.0,Muy Alto,Alto,Pérdida
Distributed web-enabled matrix,2023-01-21 00:00:00+00:00,2024-03-22 00:00:00+00:00,977456.0,-0.060545446546954554,email,B2B,paid,0.6,918275.49,426.0,Muy Alto,Muy Alto,Pérdida
Horizontal full-range complexity,2022-08-06 00:00:00+00:00,2023-08-31 00:00:00+00:00,5988962.0,-0.9761263721492973,webinar,B2C,referral,0.85,142978.25,390.0,Muy Alto,Alto,Pérdida
Re-engineered optimizing definition,2023-04-18 00:00:00+00:00,2023-10-09 00:00:00+00:00,906561.0,-0.022339434412025287,podcast,B2C,organic,0.56,886308.94,174.0,Muy Alto,Muy Alto,Pérdida
Horizontal regional implementation,2023-05-31 00:00:00+00:00,2024-02-21 00:00:00+00:00,8462774.0,-0.9135187965553612,podcast,B2C,paid,0.75,731870.88,266.0,Muy Alto,Muy Alto,Pérdida
Robust eco-centric service-desk,2023-03-03 00:00:00+00:00,2023-12-01 00:00:00+00:00,6196166.0,-0.8717368191878655,webinar,B2B,organic,0.81,794739.96,273.0,Muy Alto,Muy Alto,Pérdida
Expanded radical array,2023-07-27 00:00:00+00:00,2024-02-11 00:00:00+00:00,677299.0,0.3458675415141614,webinar,B2B,promotion,0.44,911554.74,199.0,Muy Alto,Muy Alto,Bajo
Cross-group interactive matrix,2022-12-02 00:00:00+00:00,2023-09-18 00:00:00+00:00,5366955.0,-0.8788777677472607,podcast,B2B,paid,0.22,650057.57,290.0,Muy Alto,Muy Alto,Pérdida
Digitized full-range moderator,2023-05-07 00:00:00+00:00,2023-12-14 00:00:00+00:00,4595786.0,-0.7951279781086413,podcast,B2B,referral,0.57,941547.97,221.0,Muy Alto,Muy Alto,Pérdida
Programmable dedicated Graphical User Interface,2023-01-28 00:00:00+00:00,2023-10-09 00:00:00+00:00,7724069.0,-0.9291949838873785,email,B2C,promotion,0.93,546902.83,254.0,Muy Alto,Muy Alto,Pérdida
Total secondary attitude,2023-02-13 00:00:00+00:00,2024-03-01 00:00:00+00:00,2789765.0,-0.7324112819538563,podcast,B2C,referral,0.36,746509.64,382.0,Muy Alto,Muy Alto,Pérdida
User-friendly coherent software,2023-04-01 00:00:00+00:00,2024-02-20 00:00:00+00:00,8108398.0,-0.9881702600193034,podcast,B2C,paid,0.9,95920.24,325.0,Muy Alto,Medio,Pérdida
Grass-roots global attitude,2022-11-20 00:00:00+00:00,2024-04-16 00:00:00+00:00,816645.0,0.056554365728070294,social media,B2C,paid,0.3,862829.84,513.0,Muy Alto,Muy Alto,Bajo
Decentralized incremental synergy,2023-05-18 00:00:00+00:00,2023-08-24 00:00:00+00:00,7874239.0,-0.9986978678193538,social media,B2C,referral,0.79,10253.3,98.0,Muy Alto,Bajo,Pérdida
Virtual executive alliance,2022-10-13 00:00:00+00:00,2024-05-05 00:00:00+00:00,158069.0,0.51064294706742,podcast,B2B,organic,0.17,238785.82,570.0,Alto,Muy Alto,Bajo
Distributed content-based service-desk,2023-06-24 00:00:00+00:00,2024-05-10 00:00:00+00:00,388942.0,0.9789677895418852,social media,B2C,promotion,0.2,769703.69,321.0,Muy Alto,Muy Alto,Bajo
Customizable real-time toolset,2023-07-31 00:00:00+00:00,2024-05-07 00:00:00+00:00,454999.0,-0.35655513528601157,social media,B2C,organic,0.19,292766.77,281.0,Muy Alto,Muy Alto,Pérdida
Cross-group discrete implementation,2023-07-02 00:00:00+00:00,2024-03-10 00:00:00+00:00,9854463.0,-0.9184487424631865,podcast,B2C,referral,0.95,803643.85,252.0,Muy Alto,Muy Alto,Pérdida
Secured object-oriented contingency,2023-01-22 00:00:00+00:00,2023-09-26 00:00:00+00:00,9600464.0,-0.9382169299317199,podcast,B2B,promotion,0.33,593146.14,247.0,Muy Alto,Muy Alto,Pérdida
